Bank,Id,Total Assets,Total Deposits,Number of Employees,Net Income,Total Liabilities,Total Equity Capital,Derivatives,Return on Assets,Return on Equity
The First National Bank of Lacon,3595,"$79,067,000","$73,100,000",13,"$196,000","$74,199,000","$4,868,000",$0,1%,17%
"Farmers & Merchants State Bank of New York Mills, Incorporated",3596,"$79,035,000","$69,573,000",13,"$168,000","$74,283,000","$4,752,000",$0,1%,15%
Summit National Bank,3597,"$78,929,000","$69,725,000",21,"$67,000","$70,396,000","$8,533,000",$0,0%,3%
The Watkins Savings Bank,3598,"$78,783,000","$69,218,000",7,"$123,000","$69,436,000","$9,347,000",$0,1%,5%
Colchester State Bank,3599,"$78,772,000","$69,289,000",9,"$199,000","$69,376,000","$9,396,000",$0,1%,9%
Haskell National Bank,3600,"$78,766,000","$73,259,000",21,"$82,000","$73,466,000","$5,300,000",$0,0%,6%
Tri-Valley Bank,3601,"$78,741,000","$74,074,000",21,"$162,000","$74,272,000","$4,469,000",$0,1%,16%
Limebank,3602,"$78,734,000","$60,377,000",24,"$-53,000","$60,900,000","$17,834,000",$0,0%,-1%
The Pleasants County Bank,3603,"$78,667,000","$71,829,000",15,"$112,000","$72,753,000","$5,914,000",$0,1%,8%
Lake City Federal Bank,3604,"$78,612,000","$67,812,000",13,"$88,000","$68,757,000","$9,855,000",$0,0%,4%
First National Bank in Okeene,3605,"$78,604,000","$60,408,000",12,"$291,000","$66,200,000","$12,404,000","$652,000",2%,9%
Homestead Savings Bank,3606,"$78,494,000","$73,285,000",21,"$125,000","$73,464,000","$5,030,000",$0,1%,10%
The First Bank of Celeste,3607,"$78,461,000","$72,867,000",12,"$249,000","$73,167,000","$5,294,000",$0,1%,19%
Ladysmith Federal Savings and Loan Association,3608,"$78,456,000","$69,416,000",13,"$60,000","$73,024,000","$5,432,000",$0,0%,5%
F & M Bank and Trust Company,3609,"$78,382,000","$75,145,000",22,"$108,000","$75,366,000","$3,016,000",$0,1%,15%
Bank of Wrightsville,3610,"$78,038,000","$73,854,000",11,"$326,000","$74,090,000","$3,948,000",$0,2%,34%
Midland Community Bank,3611,"$77,906,000","$69,833,000",14,"$192,000","$70,040,000","$7,866,000",$0,1%,10%
Stearns Bank Holdingford,3612,"$77,842,000","$53,708,000",4,"$415,000","$55,714,000","$22,128,000",$0,2%,8%
Highland Federal Savings and Loan Association,3613,"$77,783,000","$60,798,000",14,"$143,000","$62,045,000","$15,738,000",$0,1%,4%
Scottsburg Building and Loan Association,3614,"$77,562,000","$60,159,000",9,"$64,000","$65,763,000","$11,799,000",$0,0%,2%
The First National Bank of Brooksville,3615,"$77,280,000","$70,965,000",15,"$191,000","$71,290,000","$5,990,000",$0,1%,13%
Independence State Bank,3616,"$77,022,000","$67,257,000",16,"$107,000","$70,492,000","$6,530,000",$0,1%,7%
The First National Bank of Anson,3617,"$76,993,000","$72,030,000",15,"$479,000","$72,200,000","$4,793,000",$0,2%,41%
Milton Savings Bank,3618,"$76,849,000","$58,088,000",13,"$-19,000","$63,605,000","$13,244,000",$0,0%,-1%
"Farmers Bank of Lohman, Missouri",3619,"$76,785,000","$67,354,000",9,"$174,000","$67,564,000","$9,221,000",$0,1%,8%
Peoples Bank of Altenburg,3620,"$76,779,000","$69,785,000",12,"$238,000","$70,112,000","$6,667,000",$0,1%,15%
Belt Valley Bank,3621,"$76,747,000","$64,685,000",12,"$373,000","$66,287,000","$10,460,000",$0,2%,14%
Bank of Lindsay,3622,"$76,544,000","$57,486,000",16,"$170,000","$68,017,000","$8,527,000",$0,1%,8%
"The Howard State Bank, Howard, Kansas",3623,"$76,373,000","$72,553,000",18,"$280,000","$72,601,000","$3,772,000",$0,1%,33%
Concorde Bank,3624,"$76,124,000","$70,093,000",13,"$156,000","$70,345,000","$5,779,000",$0,1%,11%
The First National Bank of Okawville,3625,"$76,056,000","$68,178,000",14,"$90,000","$69,827,000","$6,229,000",$0,0%,6%
Bank of Bearden,3626,"$76,030,000","$70,565,000",8,"$465,000","$70,625,000","$5,405,000",$0,2%,36%
Bank of Elgin,3627,"$75,921,000","$66,810,000",8,"$284,000","$66,910,000","$9,011,000",$0,1%,12%
Farmers State Bank of Trimont,3628,"$75,754,000","$65,172,000",10,"$258,000","$66,306,000","$9,448,000",$0,1%,11%
First Federal Savings Bank of Washington,3629,"$75,702,000","$66,605,000",14,"$40,000","$66,739,000","$8,963,000",$0,0%,2%
"The Stock Exchange Bank, Caldwell, Kansas",3630,"$75,531,000","$67,591,000",16,"$169,000","$69,713,000","$5,818,000",$0,1%,12%
Galion Building and Loan Bank,3631,"$75,464,000","$64,819,000",16,"$139,000","$67,829,000","$7,635,000",$0,1%,7%
Sloan State Bank,3632,"$75,315,000","$73,405,000",10,"$350,000","$73,530,000","$1,785,000",$0,2%,102%
Bank of Evergreen,3633,"$75,244,000","$69,263,000",13,"$-1,000","$69,350,000","$5,894,000",$0,0%,0%
Chambers State Bank,3634,"$75,106,000","$56,866,000",9,"$468,000","$57,161,000","$17,945,000",$0,3%,11%
The First National Bank in Falfurrias,3635,"$74,911,000","$67,829,000",18,"$199,000","$67,904,000","$7,007,000",$0,1%,12%
Logan State Bank,3636,"$74,795,000","$68,271,000",12,"$215,000","$68,496,000","$6,299,000",$0,1%,14%
Thayer County Bank,3637,"$74,709,000","$57,909,000",11,"$162,000","$67,872,000","$6,837,000",$0,1%,10%
American State Bank of Grygla,3638,"$74,684,000","$69,664,000",16,"$238,000","$69,881,000","$4,803,000",$0,1%,20%
Sicily Island State Bank,3639,"$74,578,000","$56,649,000",15,"$350,000","$64,974,000","$9,604,000",$0,2%,15%
First Security Bank - West,3640,"$74,494,000","$68,196,000",9,"$-177,000","$68,220,000","$6,274,000",$0,-1%,-12%
Lawrenceburg Federal Bank,3641,"$74,433,000","$54,691,000",15,"$67,000","$57,725,000","$16,708,000",$0,0%,2%
"Angelina Savings Bank, SSB",3642,"$74,319,000","$67,393,000",21,"$86,000","$67,588,000","$6,731,000",$0,0%,5%
Capra Bank,3643,"$74,233,000","$57,020,000",12,"$-412,000","$57,375,000","$16,858,000",$0,-2%,-13%
Integrity Bank,3644,"$74,083,000","$64,041,000",14,"$4,000","$68,783,000","$5,300,000",$0,0%,0%
The First National Bank of Ava,3645,"$74,008,000","$65,077,000",17,"$171,000","$67,169,000","$6,839,000",$0,1%,10%
Lusk State Bank,3646,"$73,981,000","$63,933,000",6,$0,"$64,052,000","$9,929,000",$0,0%,0%
Amory Federal Savings and Loan Association,3647,"$73,614,000","$63,072,000",11,"$15,000","$63,273,000","$10,341,000",$0,0%,1%
Valley Exchange Bank,3648,"$73,546,000","$65,233,000",6,"$389,000","$65,328,000","$8,218,000",$0,2%,19%
The First National Bank of Gilbert,3649,"$73,510,000","$57,123,000",12,"$124,000","$68,077,000","$5,433,000",$0,1%,9%
Pavillion Bank,3650,"$73,504,000","$61,195,000",17,"$356,000","$62,999,000","$10,505,000",$0,2%,14%
Bonanza Valley State Bank,3651,"$73,340,000","$63,602,000",10,"$91,000","$66,779,000","$6,561,000",$0,0%,6%
First Bank of Pike,3652,"$73,094,000","$66,660,000",23,"$135,000","$67,487,000","$5,607,000",$0,1%,10%
The Citizens State Bank at Mohall,3653,"$72,792,000","$65,294,000",11,"$207,000","$65,364,000","$7,428,000",$0,1%,12%
Sherwood Community Bank,3654,"$72,505,000","$63,364,000",20,"$12,000","$68,942,000","$3,563,000",$0,0%,1%
Bank of Holyrood,3655,"$72,303,000","$63,239,000",9,"$282,000","$63,420,000","$8,883,000",$0,2%,13%
Maynard Savings Bank,3656,"$72,214,000","$57,695,000",9,"$230,000","$66,014,000","$6,200,000",$0,1%,16%
The First National Bank in Marlow,3657,"$72,169,000","$60,774,000",25,"$119,000","$68,580,000","$3,589,000",$0,1%,14%
Lowry State Bank,3658,"$72,134,000","$58,508,000",11,"$272,000","$66,040,000","$6,094,000",$0,2%,18%
Ipswich State Bank,3659,"$71,842,000","$62,505,000",7,"$203,000","$63,138,000","$8,704,000",$0,1%,9%
Boston Trust Walden Company,3660,"$71,830,000","$500,000",82,"$7,263,000","$30,907,000","$40,923,000",$0,45%,64%
The Atlanta National Bank,3661,"$71,816,000","$64,168,000",18,"$57,000","$64,600,000","$7,216,000",$0,0%,3%
The Bank of Edison,3662,"$71,687,000","$69,147,000",13,"$168,000","$69,319,000","$2,368,000",$0,1%,28%
The First National Bank of Dighton,3663,"$71,634,000","$58,811,000",10,"$168,000","$61,268,000","$10,366,000",$0,1%,7%
First Tri County Bank,3664,"$71,349,000","$63,739,000",7,"$166,000","$63,847,000","$7,502,000",$0,1%,9%
Hustisford State Bank,3665,"$71,340,000","$55,498,000",9,"$164,000","$62,330,000","$9,010,000",$0,1%,7%
Security State Bank of Kenyon,3666,"$71,301,000","$62,991,000",14,"$1,217,000","$63,804,000","$7,497,000",$0,7%,68%
Portage Bank,3667,"$71,112,000","$51,363,000",14,"$217,000","$65,520,000","$5,592,000",$0,1%,16%
Twin City Bank,3668,"$70,955,000","$65,387,000",16,"$101,000","$66,155,000","$4,800,000",$0,1%,9%
Clarkson Bank,3669,"$70,949,000","$61,015,000",8,"$146,000","$65,438,000","$5,511,000",$0,1%,11%
Security Bank and Trust Co.,3670,"$70,932,000","$60,105,000",12,"$178,000","$60,178,000","$10,754,000",$0,1%,7%
The State Bank of Pearl City,3671,"$70,722,000","$63,587,000",13,"$125,000","$64,807,000","$5,915,000",$0,1%,9%
First State Bank of Olmsted,3672,"$70,594,000","$63,660,000",15,"$139,000","$63,854,000","$6,740,000",$0,1%,8%
Menard Bank,3673,"$70,489,000","$69,432,000",10,"$386,000","$69,496,000","$993,000",$0,2%,272%
Marseilles Bank,3674,"$70,339,000","$63,848,000",10,"$34,000","$69,028,000","$1,311,000",$0,0%,16%
GN Bank,3675,"$70,137,000","$60,153,000",10,"$476,000","$60,539,000","$9,598,000",$0,3%,20%
Lamont Bank of St. John,3676,"$69,755,000","$56,835,000",5,"$-126,000","$62,168,000","$7,587,000",$0,-1%,-7%
The Tampa State Bank,3677,"$69,479,000","$59,395,000",13,"$104,000","$68,195,000","$1,284,000",$0,1%,48%
Elysian Bank,3678,"$68,985,000","$61,922,000",10,"$190,000","$62,066,000","$6,919,000","$608,000",1%,11%
Mayville Savings Bank,3679,"$68,908,000","$60,643,000",13,"$136,000","$60,815,000","$8,093,000",$0,1%,7%
Kaw Valley State Bank,3680,"$68,904,000","$63,391,000",11,"$130,000","$67,237,000","$1,667,000",$0,1%,39%
The Citizens State Bank and Trust Company,3681,"$68,900,000","$57,128,000",18,"$281,000","$63,271,000","$5,629,000",$0,2%,20%
Latimer State Bank,3682,"$68,861,000","$55,128,000",6,"$244,000","$55,187,000","$13,674,000",$0,1%,7%
Adams State Bank,3683,"$68,738,000","$54,635,000",8,"$362,000","$59,675,000","$9,063,000",$0,2%,16%
Raymond Federal Bank,3684,"$68,634,000","$53,471,000",20,"$1,000","$62,118,000","$6,516,000",$0,0%,0%
Western Dakota Bank,3685,"$68,555,000","$62,833,000",6,"$300,000","$62,950,000","$5,605,000",$0,2%,22%
Walters Bank and Trust Company,3686,"$68,405,000","$56,835,000",15,"$282,000","$56,870,000","$11,535,000",$0,2%,10%
Citizens State Bank of Luling,3687,"$68,337,000","$58,950,000",17,"$146,000","$59,085,000","$9,252,000",$0,1%,6%
Spur Security Bank,3688,"$68,313,000","$69,156,000",10,"$63,000","$69,359,000","$-1,046,000",$0,0%,0%
First Western Federal Savings Bank,3689,"$68,220,000","$44,796,000",8,"$198,000","$58,094,000","$10,126,000",$0,1%,8%
CerescoBank,3690,"$68,079,000","$60,641,000",10,"$174,000","$60,829,000","$7,250,000",$0,1%,10%
The Port Austin State Bank,3691,"$68,049,000","$57,306,000",7,"$237,000","$57,874,000","$10,175,000",$0,1%,10%
Longview Community Bank,3692,"$67,980,000","$56,515,000",13,"$135,000","$56,722,000","$11,258,000",$0,1%,5%
Moultrie Bank & Trust,3693,"$67,807,000","$48,513,000",13,"$21,000","$48,598,000","$19,209,000",$0,0%,0%
State Bank of Danvers,3694,"$67,521,000","$61,866,000",6,"$182,000","$62,543,000","$4,978,000",$0,1%,15%
State Bank of Lakota,3695,"$67,437,000","$61,815,000",10,"$299,000","$61,990,000","$5,447,000",$0,2%,23%
Tioga-Franklin Savings Bank,3696,"$67,301,000","$52,842,000",22,"$17,000","$60,805,000","$6,496,000",$0,0%,1%
1st Community Bank,3697,"$67,154,000","$60,145,000",18,"$132,000","$60,403,000","$6,751,000",$0,1%,8%
Basile State Bank,3698,"$67,105,000","$59,798,000",17,"$296,000","$59,953,000","$7,152,000",$0,2%,17%
Western Bank of Clovis,3699,"$67,059,000","$42,557,000",10,"$206,000","$56,851,000","$10,208,000",$0,1%,8%
Beardstown Savings s.b.,3700,"$66,793,000","$54,560,000",13,"$70,000","$61,254,000","$5,539,000",$0,0%,5%
"Fidelity Personal Trust Company, FSB",3701,"$66,610,000","$500,000",51,"$3,428,000","$2,562,000","$64,048,000",$0,21%,22%
Citizens National Bank of Crosbyton,3702,"$66,462,000","$56,641,000",6,"$204,000","$56,835,000","$9,627,000",$0,1%,9%
Community State Bank of Canton,3703,"$66,451,000","$59,645,000",17,"$214,000","$59,794,000","$6,657,000",$0,1%,13%
"ANZ Guam, Inc.",3704,"$66,341,000","$30,499,000",31,"$-4,704,000","$31,710,000","$34,631,000",$0,-17%,-51%
Peoples Bank of Moniteau County,3705,"$66,292,000","$55,510,000",12,"$151,000","$61,205,000","$5,087,000",$0,1%,13%
Neighbors Bank,3706,"$66,228,000","$53,335,000",135,"$-905,000","$55,748,000","$10,480,000","$68,823,000",-5%,-35%
North County Savings Bank,3707,"$66,136,000","$61,642,000",11,"$35,000","$61,778,000","$4,358,000",$0,0%,3%
Park Bank,3708,"$65,858,000","$54,182,000",17,"$12,000","$55,608,000","$10,250,000",$0,0%,0%
Odin State Bank,3709,"$65,636,000","$57,791,000",10,"$275,000","$61,186,000","$4,450,000",$0,2%,24%
Miners & Merchants Bank,3710,"$65,490,000","$55,521,000",19,"$59,000","$56,261,000","$9,229,000",$0,0%,3%
First Bank and Trust of Memphis,3711,"$65,444,000","$56,634,000",9,"$146,000","$57,417,000","$8,027,000",$0,1%,7%
The State Bank of Spring Hill,3712,"$65,287,000","$62,899,000",6,"$110,000","$62,957,000","$2,330,000",$0,1%,21%
Spiro State Bank,3713,"$65,134,000","$60,205,000",22,"$103,000","$60,254,000","$4,880,000",$0,1%,9%
State Bank of Chandler,3714,"$65,046,000","$58,044,000",10,"$231,000","$58,715,000","$6,331,000",$0,1%,15%
Commonwealth National Bank,3715,"$65,033,000","$60,005,000",20,"$-20,000","$60,155,000","$4,878,000",$0,0%,-2%
Clinton Bank,3716,"$64,990,000","$54,328,000",14,"$111,000","$54,503,000","$10,487,000",$0,1%,4%
Genoa Community Bank,3717,"$64,957,000","$55,877,000",9,"$139,000","$58,003,000","$6,954,000",$0,1%,8%
Commerce Bank Texas,3718,"$64,949,000","$53,854,000",8,"$133,000","$56,965,000","$7,984,000",$0,1%,7%
Farmers & Traders Bank of Campton,3719,"$64,597,000","$58,746,000",14,"$178,000","$62,316,000","$2,281,000",$0,1%,34%
Kinmundy Bank,3720,"$64,314,000","$55,710,000",9,"$348,000","$56,555,000","$7,759,000",$0,2%,19%
The Lauderdale County Bank,3721,"$64,222,000","$58,878,000",17,"$162,000","$59,704,000","$4,518,000",$0,1%,15%
"California International Bank, N.A.",3722,"$64,038,000","$52,142,000",17,"$-7,000","$52,782,000","$11,256,000",$0,0%,0%
Arlington State Bank,3723,"$64,028,000","$61,607,000",12,"$229,000","$62,478,000","$1,550,000",$0,1%,67%
State Bank of Lismore,3724,"$64,007,000","$51,981,000",9,"$306,000","$56,362,000","$7,645,000",$0,2%,16%
Jackson Parish Bank,3725,"$63,691,000","$54,316,000",15,"$131,000","$54,468,000","$9,223,000",$0,1%,6%
"JPMorgan Chase Bank, Dearborn",3726,"$63,587,000","$500,000",0,"$528,000","$722,000","$62,865,000",$0,3%,3%
Bank of Iberia,3727,"$63,446,000","$57,595,000",16,"$113,000","$58,748,000","$4,698,000",$0,1%,10%
Boonville Federal Savings Bank,3728,"$63,407,000","$41,531,000",13,"$19,000","$57,893,000","$5,514,000",$0,0%,1%
Agility Bank,3729,"$63,397,000","$23,186,000",19,"$-708,000","$26,127,000","$37,270,000",$0,-5%,-8%
Nebraska State Bank,3730,"$63,351,000","$52,947,000",8,"$759,000","$53,502,000","$9,849,000",$0,5%,29%
Great Nations Bank,3731,"$63,326,000","$52,007,000",17,"$43,000","$53,914,000","$9,412,000",$0,0%,2%
Versailles Savings and Loan Company,3732,"$63,262,000","$47,854,000",8,"$194,000","$51,585,000","$11,677,000",$0,1%,7%
Chester National Bank,3733,"$62,809,000","$56,698,000",15,"$53,000","$56,802,000","$6,007,000",$0,0%,4%
Farmers and Merchants State Bank of Appleton,3734,"$62,787,000","$56,190,000",8,"$392,000","$56,209,000","$6,578,000",$0,2%,24%
Tri-County Trust Company,3735,"$62,564,000","$56,146,000",9,"$205,000","$56,257,000","$6,307,000",$0,1%,13%
Southeast First National Bank,3736,"$62,447,000","$55,273,000",14,"$42,000","$55,382,000","$7,065,000",$0,0%,2%
Bank of Bluffs,3737,"$62,376,000","$54,751,000",11,"$139,000","$54,817,000","$7,559,000",$0,1%,7%
First Savings and Loan Association,3738,"$62,250,000","$48,064,000",6,"$80,000","$48,930,000","$13,320,000",$0,1%,2%
Holladay Bank & Trust,3739,"$62,197,000","$50,225,000",11,"$245,000","$50,891,000","$11,306,000",$0,2%,9%
The Republic Banking Company,3740,"$62,094,000","$50,490,000",6,"$270,000","$52,550,000","$9,544,000",$0,2%,11%
Argentine Federal Savings,3741,"$61,948,000","$49,752,000",11,"$27,000","$53,965,000","$7,983,000",$0,0%,1%
Riverside Bank,3742,"$61,851,000","$53,213,000",12,"$213,000","$56,345,000","$5,506,000",$0,1%,15%
Peoples State Bank of Wells,3743,"$61,615,000","$56,065,000",10,"$268,000","$56,133,000","$5,482,000",$0,2%,20%
Sunrise Bank Dakota,3744,"$61,591,000","$56,460,000",8,"$282,000","$56,925,000","$4,666,000",$0,2%,26%
Compass Savings Bank,3745,"$61,503,000","$47,204,000",6,"$-10,000","$57,136,000","$4,367,000",$0,0%,-1%
Twin Cedars Bank,3746,"$61,447,000","$53,200,000",17,"$-99,000","$53,448,000","$7,999,000",$0,-1%,-5%
Kahoka State Bank,3747,"$61,330,000","$55,706,000",16,"$10,000","$55,820,000","$5,510,000",$0,0%,1%
Homewood Federal Savings Bank,3748,"$61,112,000","$44,578,000",6,"$93,000","$44,682,000","$16,430,000",$0,1%,2%
Citizens State Bank of Lankin,3749,"$61,072,000","$56,546,000",11,"$111,000","$56,575,000","$4,497,000",$0,1%,10%
Citizens State Bank of Milford,3750,"$60,879,000","$57,744,000",11,"$150,000","$57,773,000","$3,106,000",$0,1%,20%
Adrian State Bank,3751,"$60,758,000","$54,756,000",11,"$362,000","$55,289,000","$5,469,000",$0,2%,27%
Stearns Bank Upsala,3752,"$60,635,000","$42,482,000",4,"$252,000","$44,003,000","$16,632,000",$0,2%,6%
Elevate Bank,3753,"$60,536,000","$53,554,000",18,"$88,000","$53,780,000","$6,756,000",$0,1%,5%
The Union Banking Company,3754,"$60,073,000","$47,224,000",9,"$127,000","$59,333,000","$740,000",$0,1%,127%
Talbot State Bank,3755,"$60,033,000","$53,114,000",15,"$-41,000","$56,187,000","$3,846,000",$0,0%,-4%
Gulf Coast Business Bank,3756,"$60,002,000","$39,050,000",21,"$-755,000","$39,969,000","$20,033,000",$0,-6%,-15%
Sonata Bank,3757,"$59,776,000","$40,191,000",37,"$-1,490,000","$41,163,000","$18,613,000",$0,-12%,-35%
The Santa Anna National Bank,3758,"$59,528,000","$48,275,000",12,"$204,000","$55,117,000","$4,411,000",$0,1%,19%
Vantage Bank,3759,"$59,368,000","$54,067,000",9,"$199,000","$54,171,000","$5,197,000","$670,000",1%,16%
The Bank of Orrick,3760,"$59,050,000","$53,747,000",16,"$121,000","$54,173,000","$4,877,000",$0,1%,10%
Washita Valley Bank,3761,"$59,036,000","$50,706,000",12,"$169,000","$51,022,000","$8,014,000",$0,1%,9%
United Bank of Philadelphia,3762,"$59,023,000","$52,994,000",15,"$16,000","$53,410,000","$5,613,000",$0,0%,1%
State Bank of Scotia,3763,"$58,865,000","$46,726,000",5,"$156,000","$46,844,000","$12,021,000",$0,1%,5%
Freeland State Bank,3764,"$58,839,000","$50,761,000",5,"$8,000","$50,793,000","$8,046,000",$0,0%,0%
Farmers State Bank of Canton,3765,"$58,806,000","$52,245,000",13,"$38,000","$53,498,000","$5,308,000",$0,0%,3%
Bank of Hazelton,3766,"$58,794,000","$53,343,000",8,"$163,000","$53,427,000","$5,367,000",$0,1%,13%
The Marblehead Bank,3767,"$58,764,000","$58,322,000",12,"$56,000","$58,349,000","$415,000",$0,0%,77%
Systematic Savings Bank,3768,"$58,673,000","$40,677,000",10,"$5,000","$48,710,000","$9,963,000",$0,0%,0%
"The Farmers State Bank of Bucklin, Kansas",3769,"$58,597,000","$53,087,000",8,"$234,000","$53,224,000","$5,373,000",$0,2%,18%
Stanton State Bank,3770,"$58,555,000","$53,746,000",11,"$2,000","$54,277,000","$4,278,000",$0,0%,0%
Abbeville Building & Loan (A State-Chartered Savings Bank),3771,"$58,459,000","$38,172,000",19,"$68,000","$39,117,000","$19,342,000","$2,748,000",0%,1%
State Bank of Industry,3772,"$57,972,000","$50,869,000",7,"$160,000","$51,127,000","$6,845,000",$0,1%,9%
Bison State Bank,3773,"$57,634,000","$41,401,000",21,"$-291,000","$50,784,000","$6,850,000",$0,-2%,-16%
The Waterford Commercial and Savings Bank,3774,"$57,628,000","$50,475,000",14,"$70,000","$51,635,000","$5,993,000",$0,0%,5%
Buckley State Bank,3775,"$57,568,000","$51,992,000",7,"$166,000","$52,071,000","$5,497,000",$0,1%,12%
The Blue Grass Valley Bank,3776,"$57,498,000","$51,660,000",11,"$90,000","$51,838,000","$5,660,000",$0,1%,6%
